log_row,log_esb
927,[4.038]
3152,"[3.591, 3.591, 3.591, 3.591, 3.591, 4.574, 4.574, 4.574, 4.574, 3.392]"
3152,"[3.591, 3.591, 3.591, 3.591, 3.591, 4.574, 4.574, 4.574, 4.574, 3.392]"
646,[3.552]
627,[5.553]
4798,"[1.198, 1.198, 1.198, 1.198, 1.161, 1.198, 1.198, 1.198, 1.198, 1.198]"
1781,[1.643]
1264,"[3.148, 3.148, 3.148, 3.148, 3.148, 3.148, 3.148, 3.148, 3.148, 3.148]"
3309,[2.201]
2147,[0.964]
1139,[4.767]
90,[0.267]
91,"[2.79, 2.79, 2.731]"
2935,[2.957]
24,[1.202]
4695,"[1.357, 1.357, 1.357, 1.357, 1.357, 1.357, 1.357, 1.357, 1.357, 1.357]"
4162,[5.806]
1715,[6.298]
1332,"[2.163, 2.163, 2.163, 2.163, 2.163, 2.163, 2.163, 2.163, 2.163, 2.163]"
71,[2.23]
4761,"[1.141, 1.141, 1.141, 1.141, 1.469, 0.99]"
4112,"[0.753, 0.753, 0.649]"
3374,"[0.861, 0.814, 0.861, 0.861, 0.861, 0.861, 0.861, 0.861, 0.861, 0.861]"
2984,"[7.112, 7.112, 7.112, 7.112, 7.362, 7.112, 7.204, 7.112, 7.112, 7.112]"
1088,"[3.546, 3.546, 3.546, 3.546, 3.546, 3.546, 3.546, 3.546, 4.539, 4.539]"
2927,[1.103]
1216,"[2.284, 2.284, 2.284, 2.284, 2.284, 2.284, 2.284, 2.284, 2.284, 2.284]"
4893,[0.419]
4061,[0.813]
3319,[2.314]
2270,[1.843]
793,"[1.212, 1.212, 1.212, 1.212, 1.212, 1.212, 1.212, 1.703, 1.212, 1.212]"
2618,[1.639]
4354,[0.748]
4603,"[1.036, 1.036, 1.036, 1.036, 1.036, 1.036, 1.036, 1.036, 1.036, 1.036]"
3063,[3.713]
79,"[4.62, 4.62, 4.62, 4.62, 4.62, 4.62, 4.62, 4.62, 4.62, 4.62]"
2919,"[1.125, 1.125, 1.125, 1.125, 1.085]"
156,[4.752]
1310,[6.659]
3425,[5.933]
2994,[0.377]
2505,[6.556]
1179,[5.031]
4044,"[2.866, 2.84, 2.866, 2.866, 2.866, 2.866, 2.866, 2.866, 2.379]"
3209,"[0.631, 0.631, 0.631, 0.631, 0.631, 0.631, 0.631, 0.545]"
4608,"[1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98]"
1069,"[3.062, 3.062, 3.062, 3.062, 3.062, 5.265, 3.062, 3.062, 3.062, 3.062]"
3345,"[2.19, 2.19, 2.19, 2.19, 2.19, 2.19, 2.8, 2.19, 2.19, 2.378]"
3335,[6.082]
3889,[2.095]
4208,"[7.676, 7.676, 6.194]"
512,"[0.481, 0.481, 0.481, 0.481, 0.481, 0.481, 0.481, 0.481, 0.529, 0.481]"
2134,"[3.794, 3.794, 3.794, 3.794, 3.794, 3.794, 3.794, 3.794, 3.794, 3.794]"
2022,"[3.06, 2.514]"
954,[2.295]
1067,[3.004]
1228,"[0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849, 0.849]"
2157,[1.397]
3690,[1.073]
826,[4.993]
4499,[6.144]
2470,[3.14]
2071,[3.025]
1156,[6.38]
4717,[0.743]
3001,"[4.669, 4.669, 4.04, 4.669, 4.669, 4.669, 4.669, 4.669, 4.669, 4.669]"
457,[6.345]
597,[1.833]
575,[3.391]
256,"[1.683, 1.683, 1.716, 1.683, 1.683, 1.683, 1.683, 1.683, 1.683, 1.683]"
861,[1.002]
3372,"[2.83, 2.667]"
1779,[6.166]
4786,"[1.678, 1.678, 1.678, 1.917, 2.544, 1.678, 1.673]"
1786,[2.58]
664,[0.852]
2883,[6.629]
3159,[2.713]
650,"[8.134, 6.005]"
4205,[0.986]
4662,"[1.556, 1.556, 1.457]"
740,[1.167]
2018,[3.025]
2172,"[1.696, 1.696, 1.696, 1.696, 1.696, 2.489, 1.663]"
1131,"[3.006, 3.006, 3.006, 3.006, 2.874]"
1545,"[2.95, 2.74]"
1724,"[2.618, 2.618, 2.618, 2.618, 2.618, 2.618, 2.618, 2.618, 2.618, 2.618]"
469,"[1.677, 1.677, 1.677, 1.677, 1.867, 1.677, 1.677, 1.677, 1.677, 1.677]"
3902,"[1.756, 1.756, 2.61, 1.756, 1.756, 1.756, 1.756, 1.756, 1.756, 1.756]"
1161,"[2.018, 2.018, 2.018, 2.018, 2.018, 2.018, 2.018, 2.018, 2.018, 2.018]"
4864,"[0.735, 0.735, 0.735, 0.767, 0.735, 0.735, 0.692]"
3826,[2.61]
4552,[0.604]
2703,"[1.53, 1.53, 1.53, 1.53, 1.53, 1.53, 1.53, 1.53, 1.53, 1.53]"
1223,[5.839]
2964,[1.27]
2144,"[1.107, 1.107, 1.107, 1.107, 1.107, 1.107, 1.107, 1.107, 1.107, 1.107]"
4618,[0.34]
3814,[3.391]
2185,[2.198]
4917,"[1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
2161,[2.497]
2359,[6.47]
4396,"[4.069, 4.054]"
3210,[2.025]
22,[1.144]
4653,[4.909]
1700,"[7.623, 7.623, 7.623, 7.623, 7.623, 7.623, 8.103, 8.103, 8.103, 8.103]"
1143,[0.718]
2441,[0.458]
1939,"[0.577, 0.588, 0.535]"
2450,[5.678]
3657,"[4.369, 4.264]"
1269,[1.011]
2309,[6.231]
1843,"[2.319, 2.319, 2.319, 2.319, 2.319, 2.319, 2.284]"
1397,[4.334]
4597,[0.725]
1106,"[2.952, 2.952, 2.952, 2.952, 2.952, 2.952, 2.952, 2.952, 2.906]"
158,"[4.084, 4.084, 4.084, 4.084, 4.084, 4.084, 4.084, 4.084, 4.084, 4.084]"
2850,[2.288]
2346,"[8.392, 8.392, 8.392, 8.392, 8.392, 8.392, 8.392, 8.392, 8.392, 8.392]"
311,[4.29]
3993,[0.711]
749,"[2.986, 2.691, 2.489]"
4311,[0.89]
4152,"[1.501, 2.51, 1.501, 1.501, 1.501, 1.501, 1.501, 1.501, 1.501, 1.501]"
4871,[1.127]
3882,[2.087]
4940,[2.486]
4114,"[0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.604]"
4114,"[0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.604]"
3200,[2.535]
2358,[5.167]
3403,[0.355]
3071,"[7.566, 7.566, 7.566, 7.566, 7.566, 7.566, 6.368]"
1434,[3.715]
2470,[3.14]
