LAM,D,N_0,N_n,esb,p_id
17.787,37.8,5.59,12,"[4.4052, 5.3701, 5.2257, 4.987]","[1.3449e-13, 0.0025984, 0.16959, 0.28776]"
19.195,36.5,13.755,7,"[2.0184, 2.481, 2.656, 2.7204]","[2.7398e-15, 0.00010985, 0.10268, 0.228]"
0.38,29.84,8.029,6,"[0.42805, 0.73135, 1.0385, 1.3458]","[0.97571, 0.98732, 0.99112, 0.99301]"
8.16,36.05,13.634,18,"[7.1677, 6.3674, 5.969, 6.1002]","[0.19195, 0.5132, 0.62061, 0.67442]"
12.635,37.31,8.886,5,"[0.81885, 0.84614, 0.90842, 1.0073]","[2.981e-06, 0.25256, 0.41935, 0.50365]"
11.771,22.42,17.154,11,"[3.9958, 3.2916, 3.0432, 3.1177]","[6.191e-05, 0.29937, 0.45473, 0.53262]"
11.492,17.97,5.58,5,"[0.53355, 0.47155, 0.48159, 0.51152]","[0.00065553, 0.35745, 0.515, 0.59531]"
11.395,36.7,10.211,8,"[2.1444, 1.7679, 1.7774, 1.9094]","[0.00028706, 0.32392, 0.47388, 0.54922]"
12.594,27.23,19.964,11,"[4.5148, 4.3854, 4.1899, 4.3378]","[2.5988e-06, 0.24681, 0.41163, 0.49413]"
9.659,7.35,15.688,15,"[5.3836, 3.4831, 2.9709, 2.9081]","[0.049037, 0.42885, 0.55883, 0.62426]"
3.747,25.73,10.244,11,"[1.1139, 1.0898, 1.1874, 1.3022]","[0.64284, 0.79247, 0.84327, 0.86926]"
5.377,27.88,12.202,11,"[1.6675, 1.474, 1.5879, 1.7517]","[0.47615, 0.68929, 0.76089, 0.79708]"
2.921,14.96,18.791,8,"[0.63645, 0.67794, 0.73823, 0.79545]","[0.73041, 0.84812, 0.88924, 0.91089]"
9.214,21.24,6.149,17,"[6.2146, 4.4626, 3.7743, 3.6609]","[0.088566, 0.45348, 0.5771, 0.63932]"
16.789,16.89,6.598,11,"[3.2041, 3.8208, 3.1538, 2.9152]","[2.7127e-12, 0.018622, 0.2228, 0.3361]"
3.907,12.91,18.42,14,"[1.6863, 1.5022, 1.5992, 1.7411]","[0.62365, 0.77986, 0.83252, 0.85923]"
13.999,7.57,17.002,11,"[3.2158, 2.9681, 2.4403, 2.342]","[2.0013e-08, 0.16924, 0.35738, 0.45213]"
11.728,33.46,13.143,16,"[6.2853, 7.0993, 6.6708, 6.6199]","[6.6045e-05, 0.29835, 0.45289, 0.53037]"
2.297,33.97,18.599,7,"[0.9923, 1.3016, 1.5991, 1.8756]","[0.76869, 0.86124, 0.8942, 0.91177]"
3.211,21.9,8.669,16,"[1.7402, 1.5733, 1.6708, 1.8099]","[0.69267, 0.82144, 0.86495, 0.88709]"
1.747,20.39,5.975,12,"[0.83855, 0.86068, 0.9041, 0.94912]","[0.84375, 0.91477, 0.93961, 0.95259]"
2.007,34.44,11.74,15,"[1.5015, 1.6303, 1.8415, 2.0569]","[0.80905, 0.88872, 0.916, 0.93009]"
14.57,36.07,8.5,10,"[3.2675, 3.372, 2.99, 2.9839]","[2.6638e-09, 0.13157, 0.32423, 0.42089]"
5.327,8.16,6.715,12,"[1.5694, 1.2706, 1.3114, 1.4052]","[0.48507, 0.6993, 0.77145, 0.808]"
2.208,17.3,7.557,15,"[1.2434, 1.2441, 1.3346, 1.4338]","[0.79442, 0.88323, 0.91371, 0.9295]"
1.367,24.15,14.371,19,"[1.5875, 1.6864, 1.845, 1.9995]","[0.87331, 0.92811, 0.94708, 0.95699]"
0.64,19.98,11.903,9,"[0.46847, 0.59806, 0.77318, 0.95775]","[0.95441, 0.97709, 0.98417, 0.98761]"
14.63,27.24,17.571,8,"[2.461, 2.6303, 2.5195, 2.6386]","[2.0391e-09, 0.12612, 0.31751, 0.41348]"
8.599,27.01,6.053,14,"[4.4659, 2.7592, 2.5106, 2.5498]","[0.1511, 0.49403, 0.60941, 0.66741]"
15.496,21.45,17.301,19,"[6.66096, 8.51831, 10.536, 11.3264]","[1.09388e-10, 0.0716997, 0.273161, 0.375254]"
5.218,32.48,18.573,8,"[1.4827, 1.6196, 1.9034, 2.2113]","[0.48122, 0.68434, 0.75319, 0.78823]"
13.609,12.83,17.296,11,"[3.4661, 3.1591, 2.6835, 2.6204]","[7.4671e-08, 0.19133, 0.37312, 0.46449]"
0.376,25.41,17.48,14,"[0.83778, 1.0809, 1.4006, 1.7366]","[0.97252, 0.98614, 0.99041, 0.99249]"
6.143,26.65,6.114,9,"[1.0831, 0.93627, 0.98757, 1.0694]","[0.40801, 0.65434, 0.73744, 0.77965]"
14.278,30.79,10.209,13,"[5.0221, 5.4311, 4.8263, 4.6703]","[6.472e-09, 0.14643, 0.33529, 0.43015]"
3.798,18.14,11.565,6,"[0.41423, 0.42037, 0.44193, 0.46473]","[0.65682, 0.8116, 0.86581, 0.89424]"
3.43,22.8,8.871,7,"[0.50299, 0.51349, 0.54355, 0.57404]","[0.68801, 0.82729, 0.87595, 0.90149]"
3.546,22.43,15.403,19,"[3.0411, 2.5538, 2.6943, 2.9392]","[0.65443, 0.7954, 0.84269, 0.86655]"
8.688,32.43,16.238,5,"[0.91724, 0.96297, 1.1202, 1.2949]","[0.13615, 0.47432, 0.5891, 0.64759]"
1.537,15.47,8.748,6,"[0.30788, 0.3306, 0.39075, 0.46328]","[0.88105, 0.9409, 0.9597, 0.96871]"
15.981,24.88,6.023,11,"[3.3711, 3.8403, 3.1648, 2.9811]","[3.0003e-11, 0.051182, 0.26023, 0.36766]"
11.51,38.82,7.219,12,"[4.4483, 3.5557, 3.2043, 3.2322]","[0.00016531, 0.31541, 0.46792, 0.54442]"
6.733,13.36,16.244,7,"[0.75192, 0.68693, 0.73467, 0.79908]","[0.35466, 0.62458, 0.71603, 0.76272]"
16.412,27.49,18.444,8,"[2.5848, 3.0787, 2.9307, 3.0266]","[6.9071e-12, 0.029607, 0.23291, 0.3404]"
18.511,30.16,8.015,10,"[3.0627, 3.7489, 3.6371, 3.4501]","[2.0524e-14, 0.00058805, 0.13857, 0.26187]"
3.333,6.99,16.282,19,"[2.4436, 2.0332, 2.1135, 2.273]","[0.67813, 0.81193, 0.85696, 0.87976]"
3.133,7.94,15.841,11,"[0.91465, 0.90244, 0.96449, 1.0346]","[0.70762, 0.83381, 0.8771, 0.89951]"
16.907,27.58,8.646,6,"[0.97125, 1.189, 1.133, 1.1738]","[2.8368e-12, 0.020554, 0.22744, 0.34066]"
12.452,15.47,18.908,16,"[6.1139, 6.6942, 6.0047, 5.7696]","[4.2657e-06, 0.25533, 0.42019, 0.50307]"
10.127,32.78,6.866,16,"[6.0732, 5.0434, 4.3671, 4.2685]","[0.017821, 0.39716, 0.53197, 0.59971]"
1.643,35.92,14.96,11,"[1.1762, 1.4196, 1.6588, 1.8766]","[0.84227, 0.90802, 0.93121, 0.94354]"
5.136,22.24,13.014,13,"[2.0277, 1.6686, 1.7491, 1.9004]","[0.49988, 0.70456, 0.77327, 0.80796]"
6.099,20.47,15.371,15,"[3.5529, 2.5196, 2.5071, 2.6647]","[0.40054, 0.64314, 0.72439, 0.76524]"
12.402,32.44,16.272,19,"[6.72179, 9.37932, 10.258, 10.5764]","[5.00164e-06, 0.256436, 0.419284, 0.500975]"
9.077,17.24,8.908,8,"[1.2851, 0.93254, 0.93877, 0.99715]","[0.11611, 0.48123, 0.60409, 0.6662]"
16.211,24.06,8.114,7,"[1.2408, 1.4469, 1.3049, 1.3231]","[2.2601e-11, 0.048602, 0.26095, 0.37012]"
14.118,21.65,15.106,7,"[1.4824, 1.5066, 1.4525, 1.5288]","[1.5217e-08, 0.16448, 0.35135, 0.44522]"
10.676,39.72,15.443,12,"[5.107, 4.5148, 4.4047, 4.626]","[0.0033781, 0.36151, 0.50098, 0.57082]"
9.365,10.83,8.57,19,"[6.7739, 5.7844, 4.7994, 4.5517]","[0.073729, 0.44267, 0.56809, 0.63132]"
3.95,24.44,7.058,10,"[0.91287, 0.88098, 0.94498, 1.0217]","[0.627, 0.7857, 0.8398, 0.86763]"
16.136,23.34,14.947,5,"[0.80938, 0.98005, 0.99566, 1.0749]","[2.1167e-11, 0.048236, 0.2562, 0.36334]"
14.289,32.78,14.645,17,"[6.4978, 8.3765, 9.2697, 9.5412]","[5.8084e-09, 0.14316, 0.33075, 0.42492]"
16.322,33.75,14.591,19,"[6.70248, 8.36325, 10.9853, 12.4904]","[8.45221e-12, 0.0309514, 0.233831, 0.341049]"
19.531,37.75,6.467,7,"[1.5267, 1.8854, 1.9972, 1.9866]","[1.5961e-15, 6.802e-05, 0.095008, 0.22413]"
4.206,38.97,6.061,10,"[1.1029, 1.0909, 1.203, 1.3332]","[0.59611, 0.76332, 0.81998, 0.8489]"
5.139,6.93,9.971,18,"[3.6711, 2.4842, 2.4181, 2.5311]","[0.4965, 0.70276, 0.77208, 0.80699]"
8.898,34.63,14.903,13,"[5.063, 3.9089, 3.8224, 4.0351]","[0.1199, 0.46955, 0.58621, 0.64469]"
13.241,26.39,12.092,7,"[1.4597, 1.3912, 1.365, 1.4481]","[3.4061e-07, 0.21804, 0.39344, 0.4816]"
6.725,12.43,17.603,9,"[1.2197, 1.0168, 1.0664, 1.1552]","[0.34838, 0.61754, 0.70814, 0.75403]"
5.969,31.56,11.082,9,"[1.3214, 1.2206, 1.3369, 1.488]","[0.41822, 0.65419, 0.73359, 0.77379]"
0.81,28.63,8.984,13,"[0.77701, 0.80051, 0.88917, 1.0137]","[0.93429, 0.9669, 0.97754, 0.98266]"
11.792,20.26,7.43,12,"[3.9279, 2.8828, 2.4615, 2.4162]","[5.9762e-05, 0.30213, 0.46053, 0.54021]"
16.566,6.61,8.26,11,"[3.1521, 3.7142, 3.0152, 2.7854]","[5.3126e-12, 0.026027, 0.23405, 0.34606]"
5.933,12.0,18.93,5,"[0.41067, 0.4182, 0.45334, 0.49008]","[0.44413, 0.68322, 0.76598, 0.80924]"
1.617,17.11,14.53,17,"[1.3354, 1.3735, 1.474, 1.5755]","[0.85122, 0.91634, 0.93887, 0.95063]"
0.348,19.11,16.245,14,"[0.7682, 1.0353, 1.3641, 1.7048]","[0.97574, 0.98773, 0.99149, 0.99333]"
1.674,25.55,12.272,19,"[1.6772, 1.7333, 1.8959, 2.0664]","[0.84315, 0.9101, 0.93306, 0.94493]"
14.34,26.88,11.513,10,"[3.1362, 3.136, 2.7555, 2.7423]","[5.9354e-09, 0.14633, 0.3365, 0.43193]"
13.377,25.72,9.901,6,"[0.95761, 0.9463, 0.9469, 1.0117]","[2.756e-07, 0.21738, 0.39583, 0.48573]"
7.789,39.24,16.974,8,"[2.1414, 2.0208, 2.2667, 2.5768]","[0.22703, 0.52917, 0.63062, 0.68188]"
16.694,24.23,8.089,6,"[0.88965, 1.0789, 1.0131, 1.0445]","[6.3517e-12, 0.030334, 0.24275, 0.35532]"
10.734,32.68,9.103,18,"[6.5355, 7.2411, 6.4837, 6.2706]","[0.0026772, 0.35846, 0.50061, 0.57204]"
8.775,39.92,18.746,18,"[7.338, 8.3349, 8.3061, 8.6643]","[0.13062, 0.47467, 0.58937, 0.64674]"
3.643,10.83,13.132,9,"[0.72181, 0.71291, 0.75888, 0.81028]","[0.66141, 0.80846, 0.85907, 0.88536]"
17.817,20.86,8.369,12,"[4.0242, 4.9067, 4.5538, 4.2093]","[1.295e-13, 0.002527, 0.16996, 0.2892]"
13.782,29.8,7.152,17,"[6.2874, 7.6283, 7.2983, 6.9655]","[3.3793e-08, 0.17437, 0.35645, 0.44818]"
17.312,26.41,12.185,7,"[1.5224, 1.8658, 1.7655, 1.7982]","[6.5066e-13, 0.0084967, 0.19952, 0.31443]"
1.58,38.13,18.404,16,"[2.3307, 2.8603, 3.4649, 4.0673]","[0.84332, 0.90544, 0.92681, 0.93785]"
2.662,33.49,8.448,19,"[2.2477, 2.1009, 2.2738, 2.4981]","[0.74381, 0.84985, 0.8856, 0.90375]"
4.401,9.85,7.084,9,"[0.7965, 0.75859, 0.80695, 0.86681]","[0.58552, 0.76285, 0.8234, 0.85458]"
2.814,22.24,9.98,13,"[1.1553, 1.1435, 1.2335, 1.3357]","[0.7354, 0.84832, 0.88689, 0.90676]"
3.042,22.94,15.512,18,"[2.3931, 2.1979, 2.3804, 2.6252]","[0.70539, 0.82621, 0.86685, 0.88743]"
18.466,14.54,15.235,18,"[6.43806, 7.84605, 9.58087, 10.4928]","[1.87888e-14, 0.000521156, 0.133295, 0.254842]"
1.665,11.17,18.737,13,"[0.92644, 0.95445, 1.0067, 1.0592]","[0.85039, 0.91795, 0.94158, 0.95395]"
3.496,33.72,16.205,7,"[0.93121, 1.1321, 1.3622, 1.5897]","[0.65398, 0.79199, 0.83975, 0.86459]"
3.417,7.52,13.33,16,"[1.8024, 1.5865, 1.6718, 1.8048]","[0.67225, 0.80944, 0.85575, 0.87928]"
17.181,31.86,17.315,12,"[5.1175, 6.2287, 6.5064, 6.6166]","[7.0207e-13, 0.0083029, 0.19554, 0.30846]"
10.164,35.7,7.238,9,"[2.3599, 1.6494, 1.632, 1.7347]","[0.01883, 0.40219, 0.53718, 0.60503]"
0.671,17.31,13.711,12,"[0.66816, 0.73295, 0.87618, 1.0445]","[0.94858, 0.97444, 0.98254, 0.98643]"
4.37,16.1,6.339,7,"[0.53201, 0.52456, 0.55427, 0.58732]","[0.59643, 0.7735, 0.83475, 0.86669]"
9.688,6.14,7.073,13,"[4.2397, 2.5128, 2.2207, 2.221]","[0.048022, 0.43036, 0.56104, 0.62681]"
1.195,9.51,14.336,9,"[0.51529, 0.52894, 0.58967, 0.67446]","[0.90347, 0.95151, 0.9671, 0.9746]"
5.278,21.41,7.61,17,"[3.393, 2.3385, 2.2954, 2.4133]","[0.48312, 0.69479, 0.7659, 0.8017]"
1.072,33.49,19.425,15,"[1.8225, 2.2941, 2.7392, 3.1433]","[0.89539, 0.9384, 0.95365, 0.96179]"
13.675,16.42,10.247,16,"[5.9176, 6.6143, 5.7806, 5.3687]","[5.0182e-08, 0.18181, 0.3634, 0.45502]"
17.935,15.52,5.432,12,"[3.8126, 4.6521, 4.2429, 3.8549]","[9.6061e-14, 0.0020098, 0.16545, 0.28602]"
13.219,33.43,12.216,9,"[2.8359, 2.6578, 2.5084, 2.6056]","[2.9025e-07, 0.21255, 0.38645, 0.47363]"
19.642,10.16,19.842,6,"[0.91276, 1.1408, 1.2139, 1.2177]","[1.8299e-15, 8.0446e-05, 0.1008, 0.23243]"
9.233,33.1,17.599,19,"[7.1908, 8.5376, 8.2789, 8.429]","[0.085862, 0.4476, 0.56884, 0.62955]"
2.495,5.57,9.344,15,"[1.3167, 1.2902, 1.384, 1.4928]","[0.76577, 0.86602, 0.90025, 0.91789]"
13.455,9.43,10.17,6,"[0.76026, 0.72619, 0.70191, 0.73192]","[3.4298e-07, 0.22741, 0.41059, 0.50316]"
1.457,11.77,11.964,18,"[1.3771, 1.4157, 1.5117, 1.6078]","[0.8667, 0.92547, 0.94586, 0.95651]"
15.811,32.86,15.287,8,"[2.5292, 2.922, 2.7675, 2.8692]","[4.4298e-11, 0.057767, 0.26157, 0.3652]"
18.75,13.81,7.679,13,"[4.4463, 5.4288, 5.4754, 5.032]","[9.9426e-15, 0.00030803, 0.12451, 0.24979]"
13.995,35.28,17.383,8,"[2.7704, 2.9055, 2.8791, 3.0671]","[1.6043e-08, 0.16131, 0.34342, 0.43469]"
4.876,28.55,19.046,10,"[1.8255, 1.8663, 2.1377, 2.4483]","[0.51865, 0.70893, 0.77308, 0.80559]"
2.877,9.35,13.026,11,"[0.88023, 0.87955, 0.93912, 1.0039]","[0.73317, 0.84917, 0.88912, 0.90988]"
16.748,34.5,9.793,15,"[5.949, 7.266, 7.9125, 7.9693]","[2.45e-12, 0.017187, 0.21567, 0.32634]"
17.576,18.83,10.611,12,"[4.063, 4.9456, 4.5308, 4.203]","[2.5343e-13, 0.0041537, 0.18131, 0.29888]"
9.318,24.09,19.577,11,"[3.9383, 2.9479, 2.9442, 3.1488]","[0.079961, 0.44498, 0.5671, 0.62837]"
3.942,16.08,6.702,12,"[1.2045, 1.1045, 1.1722, 1.2652]","[0.62471, 0.78317, 0.83687, 0.86431]"
7.045,26.51,11.506,9,"[1.45, 1.2161, 1.2905, 1.4136]","[0.31254, 0.59231, 0.68624, 0.73368]"
4.787,34.45,12.611,8,"[1.0555, 1.1244, 1.2917, 1.473]","[0.53268, 0.72096, 0.78484, 0.81745]"
16.089,37.69,6.34,5,"[0.74807, 0.90224, 0.90893, 0.97639]","[2.9506e-11, 0.054076, 0.26346, 0.37079]"
9.897,30.3,9.307,14,"[5.3017, 3.7906, 3.3903, 3.405]","[0.03122, 0.41254, 0.54419, 0.61027]"
0.486,36.22,14.606,18,"[1.3686, 1.5117, 1.7262, 1.9939]","[0.95871, 0.97868, 0.9854, 0.98868]"
9.327,15.62,15.143,19,"[6.8653, 6.2517, 5.3338, 5.1241]","[0.077208, 0.44426, 0.56859, 0.63115]"
2.188,18.14,13.094,14,"[1.1426, 1.1612, 1.2499, 1.3432]","[0.79691, 0.8849, 0.9152, 0.93095]"
8.21,19.75,13.56,5,"[0.5305, 0.51068, 0.55823, 0.61496]","[0.21103, 0.5388, 0.65031, 0.70751]"
12.62,37.28,14.147,5,"[1.0656, 1.1395, 1.2545, 1.4139]","[1.8465e-06, 0.23919, 0.40394, 0.48725]"
14.793,37.71,8.456,6,"[1.1687, 1.2885, 1.2843, 1.3759]","[1.4645e-09, 0.12238, 0.31713, 0.41511]"
5.49,21.28,16.737,15,"[3.2508, 2.4748, 2.5354, 2.7355]","[0.46106, 0.67881, 0.7517, 0.78836]"
3.251,6.35,19.263,16,"[1.7317, 1.5529, 1.6431, 1.7756]","[0.68895, 0.81947, 0.86357, 0.88601]"
18.083,17.01,7.588,18,"[6.373, 7.7703, 9.3053, 9.8134]","[5.3508e-14, 0.0012359, 0.15158, 0.27094]"
16.455,11.8,19.94,14,"[5.329, 6.431, 6.1649, 5.8647]","[6.0726e-12, 0.027071, 0.23142, 0.34089]"
3.074,5.95,14.262,10,"[0.78552, 0.78549, 0.83682, 0.89223]","[0.71561, 0.83969, 0.8825, 0.90479]"
14.012,33.86,10.62,8,"[2.1354, 2.1318, 2.0167, 2.1012]","[1.8879e-08, 0.16675, 0.35144, 0.44409]"
3.519,36.61,5.641,12,"[1.2486, 1.2199, 1.3314, 1.4633]","[0.6639, 0.80427, 0.85187, 0.87619]"
2.492,10.36,11.533,18,"[1.7592, 1.6584, 1.7727, 1.9191]","[0.76347, 0.86346, 0.89738, 0.91471]"
19.383,10.45,5.978,7,"[1.0538, 1.3129, 1.3234, 1.2743]","[4.1349e-15, 0.00015952, 0.11632, 0.24828]"
4.053,33.17,6.281,12,"[1.3557, 1.2638, 1.3639, 1.4939]","[0.61077, 0.77256, 0.82722, 0.85503]"
6.77,14.37,7.178,14,"[3.032, 1.9737, 1.8995, 1.9784]","[0.33589, 0.60778, 0.69919, 0.74522]"
19.799,22.43,6.014,13,"[4.5875, 5.5989, 6.1169, 5.7936]","[6.4761e-16, 2.706e-05, 0.075144, 0.20551]"
5.459,33.46,13.55,14,"[3.1847, 2.6079, 2.7528, 3.0217]","[0.46303, 0.678, 0.74991, 0.78609]"
7.993,5.01,13.061,18,"[6.2706, 4.0731, 3.5126, 3.4554]","[0.20946, 0.5277, 0.63522, 0.68934]"
16.747,33.71,7.891,10,"[3.1632, 3.784, 3.3371, 3.2331]","[2.8992e-12, 0.019345, 0.22182, 0.33321]"
0.79,25.86,16.398,17,"[1.2736, 1.3751, 1.4792, 1.6024]","[0.93043, 0.96273, 0.9741, 0.97993]"
16.409,33.66,7.314,6,"[1.0365, 1.2443, 1.1931, 1.2482]","[1.1019e-11, 0.03765, 0.24746, 0.35688]"
19.742,35.58,14.307,7,"[2.0393, 2.5053, 2.7501, 2.8083]","[6.6618e-16, 3.0749e-05, 0.077726, 0.20575]"
1.599,15.93,17.187,11,"[0.76332, 0.79445, 0.83722, 0.88525]","[0.85847, 0.92365, 0.94652, 0.95839]"
5.157,24.87,5.902,19,"[4.2611, 2.8309, 2.7299, 2.8472]","[0.49373, 0.70034, 0.76975, 0.80469]"
9.218,13.47,17.375,13,"[4.2829, 2.6843, 2.4542, 2.5006]","[0.090336, 0.4567, 0.58005, 0.64203]"
0.928,32.21,14.545,7,"[0.50677, 0.60914, 0.75699, 0.91934]","[0.92388, 0.96127, 0.97331, 0.97915]"
2.708,11.89,13.423,6,"[0.35768, 0.35674, 0.37171, 0.39794]","[0.76744, 0.87867, 0.91694, 0.93611]"
5.117,26.52,11.92,17,"[3.6914, 2.7036, 2.7221, 2.9081]","[0.49784, 0.70145, 0.76966, 0.80396]"
7.89,18.38,14.987,7,"[0.95267, 0.83264, 0.89164, 0.97806]","[0.23409, 0.5483, 0.65414, 0.70781]"
15.811,10.23,9.726,12,"[3.8076, 4.2929, 3.4652, 3.1939]","[4.9206e-11, 0.059367, 0.26788, 0.37462]"
9.647,14.09,13.687,13,"[4.3476, 2.6593, 2.3751, 2.3896]","[0.051181, 0.43168, 0.56127, 0.62643]"
18.36,14.63,15.244,12,"[4.1412, 5.0569, 4.958, 4.6291]","[2.8661e-14, 0.00075976, 0.14343, 0.26588]"
4.248,17.19,5.546,5,"[0.31255, 0.30859, 0.31836, 0.33243]","[0.62319, 0.79771, 0.85868, 0.89023]"
9.425,25.95,18.511,6,"[1.2631, 1.1784, 1.3175, 1.4929]","[0.069779, 0.43554, 0.55921, 0.62181]"
0.258,7.72,12.164,9,"[0.65026, 1.0955, 1.5485, 2.0021]","[0.98343, 0.99137, 0.99396, 0.99524]"
9.268,16.67,16.231,12,"[3.7685, 2.4022, 2.2525, 2.3269]","[0.086215, 0.45411, 0.5778, 0.63993]"
3.871,26.12,15.072,5,"[0.46338, 0.53661, 0.6126, 0.68174]","[0.6319, 0.78781, 0.84307, 0.87256]"
5.551,10.89,5.097,18,"[4.0972, 2.6624, 2.5446, 2.6414]","[0.4549, 0.67755, 0.75241, 0.79009]"
8.919,36.92,7.295,16,"[6.073, 4.52, 4.0538, 4.0687]","[0.11744, 0.47015, 0.58865, 0.64812]"
12.449,7.81,19.903,9,"[2.0849, 1.6513, 1.4991, 1.5244]","[6.3639e-06, 0.26917, 0.43671, 0.52098]"
0.696,38.16,17.791,9,"[1.0339, 1.2814, 1.5504, 1.8465]","[0.93524, 0.9656, 0.97613, 0.98134]"
11.817,16.55,9.226,18,"[6.3993, 7.0432, 6.052, 5.6308]","[4.6819e-05, 0.29354, 0.45072, 0.53002]"
13.278,18.58,6.841,12,"[3.8816, 3.3852, 2.7855, 2.6654]","[2.3712e-07, 0.21124, 0.38946, 0.47921]"
0.755,5.05,18.048,7,"[0.35387, 0.4763, 0.62775, 0.7847]","[0.94735, 0.97337, 0.98154, 0.98554]"
5.902,18.1,18.451,18,"[5.1985, 3.5795, 3.4629, 3.631]","[0.41814, 0.65243, 0.73089, 0.77028]"
12.838,21.13,19.567,6,"[1.2918, 1.2961, 1.3564, 1.4887]","[1.1652e-06, 0.23492, 0.40318, 0.48791]"
8.759,17.52,11.726,7,"[0.96416, 0.77643, 0.80698, 0.86996]","[0.15065, 0.50202, 0.62035, 0.68033]"
13.507,6.14,11.239,8,"[1.4754, 1.3121, 1.1839, 1.1993]","[1.6807e-07, 0.21076, 0.39375, 0.48589]"
4.456,17.96,6.423,9,"[0.80246, 0.762, 0.81036, 0.87071]","[0.58, 0.75954, 0.8208, 0.85234]"
9.326,5.64,9.993,13,"[4.0675, 2.3934, 2.1413, 2.1551]","[0.080584, 0.45262, 0.57846, 0.64178]"
3.527,22.22,14.059,8,"[0.70781, 0.75177, 0.8322, 0.91299]","[0.66828, 0.80938, 0.85808, 0.88346]"
5.909,7.53,10.458,7,"[0.62697, 0.58261, 0.61547, 0.65893]","[0.44206, 0.6807, 0.76215, 0.80409]"
11.939,9.18,5.062,12,"[3.8251, 2.7979, 2.3579, 2.2982]","[3.4601e-05, 0.29397, 0.45482, 0.53581]"
10.076,11.17,12.568,9,"[1.9249, 1.2359, 1.1867, 1.2355]","[0.025704, 0.41685, 0.55315, 0.62185]"
5.23,19.69,15.346,17,"[3.7276, 2.6818, 2.6804, 2.8522]","[0.4867, 0.69503, 0.76485, 0.79996]"
8.369,6.05,6.748,6,"[0.62069, 0.53172, 0.55332, 0.59095]","[0.20014, 0.53861, 0.65347, 0.71223]"
7.037,27.87,14.849,11,"[2.5406, 2.0177, 2.1122, 2.3093]","[0.30771, 0.58515, 0.67796, 0.72466]"
3.446,24.14,12.991,11,"[1.114, 1.1269, 1.2435, 1.3736]","[0.67143, 0.80868, 0.85535, 0.87929]"
18.528,25.2,12.398,17,"[6.3648, 7.75651, 9.41489, 10.3306]","[1.59549e-14, 0.000454525, 0.130518, 0.252404]"
18.274,31.81,8.95,18,"[6.51735, 7.94404, 9.88772, 11.0951]","[3.14839e-14, 0.000801911, 0.142147, 0.26228]"
9.439,32.93,8.276,6,"[0.91767, 0.79663, 0.85823, 0.94768]","[0.079758, 0.45275, 0.57865, 0.64243]"
0.847,25.29,10.175,12,"[0.70401, 0.7286, 0.81818, 0.94012]","[0.93189, 0.96583, 0.9768, 0.98207]"
19.062,10.88,10.606,14,"[5.0039, 6.105, 6.5093, 6.1414]","[4.194e-15, 0.00014422, 0.10837, 0.23506]"
1.546,13.18,13.366,7,"[0.38535, 0.39565, 0.44424, 0.51084]","[0.87575, 0.93775, 0.95776, 0.96736]"
8.287,16.7,15.984,13,"[3.819, 2.4578, 2.3271, 2.4143]","[0.1829, 0.51291, 0.62361, 0.67923]"
8.843,15.37,10.576,6,"[0.67592, 0.5698, 0.59417, 0.63758]","[0.15034, 0.50695, 0.62765, 0.68921]"
18.788,29.99,19.672,14,"[5.9978, 7.309, 8.6577, 9.472]","[8.0343e-15, 0.00025452, 0.11873, 0.24194]"
9.955,13.07,6.003,15,"[5.441, 3.6305, 3.069, 2.9865]","[0.027501, 0.4107, 0.54461, 0.61204]"
17.014,6.87,8.295,17,"[6.1334, 7.4928, 8.2047, 8.0058]","[1.1165e-12, 0.010927, 0.20307, 0.31606]"
5.475,28.06,6.664,12,"[1.7315, 1.407, 1.463, 1.579]","[0.46849, 0.68762, 0.76128, 0.79852]"
1.387,39.45,12.561,11,"[1.0521, 1.2414, 1.4104, 1.5587]","[0.86985, 0.926, 0.94609, 0.95686]"
10.809,15.93,10.949,14,"[5.0918, 3.6354, 3.077, 2.9947]","[0.0021892, 0.35908, 0.50408, 0.57705]"
15.413,6.49,7.525,7,"[1.0666, 1.1557, 1.0321, 1.0411]","[3.4959e-10, 0.099466, 0.3081, 0.41342]"
6.469,24.47,15.898,12,"[2.6321, 2.0736, 2.1602, 2.3536]","[0.3644, 0.62005, 0.70561, 0.74866]"
16.589,36.43,5.618,10,"[3.0672, 3.6404, 3.1578, 3.0488]","[4.731e-12, 0.024698, 0.23016, 0.34076]"
2.952,19.75,10.324,18,"[2.0084, 1.7994, 1.9072, 2.0656]","[0.71703, 0.83539, 0.87535, 0.89565]"
12.431,19.12,14.299,17,"[6.3028, 7.1967, 6.4918, 6.179]","[4.5761e-06, 0.25625, 0.42089, 0.50376]"
18.495,16.33,11.934,6,"[0.85316, 1.0694, 1.0614, 1.0712]","[4.259e-14, 0.0011973, 0.15898, 0.28399]"
14.459,18.81,13.632,13,"[4.7885, 5.0982, 4.3627, 4.1429]","[3.5802e-09, 0.13625, 0.32823, 0.42486]"
0.288,27.1,19.847,13,"[0.91166, 1.3287, 1.7946, 2.2691]","[0.97919, 0.98934, 0.99257, 0.99416]"
5.522,16.98,17.74,15,"[3.0819, 2.2941, 2.3283, 2.4967]","[0.45866, 0.67844, 0.75207, 0.78913]"
4.365,19.5,10.036,16,"[2.3423, 1.854, 1.9053, 2.0427]","[0.57621, 0.75129, 0.81013, 0.83986]"
